Store,Date,Category,Value
3,2010-10-08,Historical,395107.35000000003
3,2010-10-15,Historical,345584.39
3,2010-10-22,Historical,348895.98
3,2010-10-29,Historical,348591.74
3,2010-11-05,Historical,423175.56
3,2010-11-12,Historical,386635.03
3,2010-11-19,Historical,372545.32
3,2010-11-26,Historical,565567.84
3,2010-12-03,Historical,476420.77
3,2010-12-10,Historical,467642.02999999997
3,2010-12-17,Historical,498159.39
3,2010-12-24,Historical,605990.41
3,2010-12-31,Historical,382677.76
3,2011-01-07,Historical,378241.33999999997
3,2011-01-14,Historical,381061.10000000003
3,2011-01-21,Historical,350876.7
3,2011-01-28,Historical,364866.24000000005
3,2011-02-04,Historical,438516.53
3,2011-02-11,Historical,430526.21
3,2011-02-18,Historical,432782.1
3,2011-02-25,Historical,397211.19
3,2011-03-04,Historical,437084.51
3,2011-03-11,Historical,404753.3
3,2011-03-18,Historical,392109.51
3,2011-03-25,Historical,380683.67
3,2011-04-01,Historical,374556.07999999996
3,2011-04-08,Historical,384075.31
3,2011-04-15,Historical,366250.69
3,2011-04-22,Historical,391860.04
3,2011-04-29,Historical,367405.4
3,2011-05-06,Historical,413042.12
3,2011-05-13,Historical,386312.68
3,2011-05-20,Historical,364603.13
3,2011-05-27,Historical,369350.6
3,2011-06-03,Historical,394507.84
3,2011-06-10,Historical,391638.75
3,2011-06-17,Historical,403423.34
3,2011-06-24,Historical,385520.71
3,2011-07-01,Historical,368962.72000000003
3,2011-07-08,Historical,395146.24
3,2011-07-15,Historical,373454.33
3,2011-07-22,Historical,360617.37
3,2011-07-29,Historical,345381.29
3,2011-08-05,Historical,409981.25
3,2011-08-12,Historical,380376.85
3,2011-08-19,Historical,379716.91000000003
3,2011-08-26,Historical,366367.55
3,2011-09-02,Historical,375988.69
3,2011-09-09,Historical,377347.49
3,2011-09-16,Historical,375629.51
3,2011-09-23,Historical,365248.94
3,2011-09-30,Historical,368477.93
3,2011-10-07,Historical,403342.4
3,2011-10-14,Historical,368282.57
3,2011-10-21,Historical,394976.36
3,2011-10-28,Historical,389540.62
3,2011-11-04,Historical,459443.22
3,2011-11-11,Historical,407764.25
3,2011-11-18,Historical,398838.97
3,2011-11-25,Historical,556925.1900000001
3,2011-12-02,Historical,472511.32
3,2011-12-09,Historical,468772.8
3,2011-12-16,Historical,510747.62
3,2011-12-23,Historical,551221.21
3,2011-12-30,Historical,410553.88
3,2012-01-06,Historical,398178.21
3,2012-01-13,Historical,367438.62
3,2012-01-20,Historical,365818.61
3,2012-01-27,Historical,349518.1
3,2012-02-03,Historical,424960.66000000003
3,2012-02-10,Historical,473292.47000000003
3,2012-02-17,Historical,475591.08
3,2012-02-24,Historical,418925.47
3,2012-03-02,Historical,469752.56
3,2012-03-09,Historical,445162.05
3,2012-03-16,Historical,411775.8
3,2012-03-23,Historical,413907.25
3,2012-03-30,Historical,407488.83999999997
3,2012-04-06,Historical,503232.13
3,2012-04-13,Historical,420789.74
3,2012-04-20,Historical,434822.13
3,2012-04-27,Historical,394616.11
3,2012-05-04,Historical,439913.57
3,2012-05-11,Historical,431985.36
3,2012-05-18,Historical,418112.76
3,2012-05-25,Historical,413701.29
3,2012-06-01,Historical,432268.53
3,2012-06-08,Historical,446336.8
4,2010-02-05,Historical,2135143.87
4,2010-02-12,Historical,2188307.39
4,2010-02-19,Historical,2049860.26
4,2010-02-26,Historical,1925728.84
4,2010-03-05,Historical,1971057.44
4,2010-03-12,Historical,1894324.09
4,2010-03-19,Historical,1897429.36
4,2010-03-26,Historical,1762539.3
4,2010-04-02,Historical,1979247.1199999999
4,2010-04-09,Historical,1818452.72
4,2010-04-16,Historical,1851519.69
4,2010-04-23,Historical,1802677.9
4,2010-04-30,Historical,1817273.28
4,2010-05-07,Historical,2000626.14
4,2010-05-14,Historical,1875597.28
4,2010-05-21,Historical,1903752.6
4,2010-05-28,Historical,1857533.7
4,2010-06-04,Historical,1903290.58
4,2010-06-11,Historical,1870619.23
4,2010-06-18,Historical,1929736.35
4,2010-06-25,Historical,1846651.95
4,2010-07-02,Historical,1881337.21
4,2010-07-09,Historical,1812208.22
4,2010-07-16,Historical,1898427.66
4,2010-07-23,Historical,1848426.78
4,2010-07-30,Historical,1796637.6099999999
4,2010-08-06,Historical,1907638.58
4,2010-08-13,Historical,2007050.75
4,2010-08-20,Historical,1997181.09
4,2010-08-27,Historical,1848403.92
4,2010-09-03,Historical,1935857.58
4,2010-09-10,Historical,1865820.81
4,2010-09-17,Historical,1899959.61
4,2010-09-24,Historical,1810684.68
4,2010-10-01,Historical,1842821.02
4,2010-10-08,Historical,1951494.85
4,2010-10-15,Historical,1867345.09
4,2010-10-22,Historical,1927610.06
4,2010-10-29,Historical,1933333.0
4,2010-11-05,Historical,2013115.79
4,2010-11-12,Historical,1999794.26
4,2010-11-19,Historical,2097809.4
4,2010-11-26,Historical,2789469.45
4,2010-12-03,Historical,2102530.17
4,2010-12-10,Historical,2302504.86
4,2010-12-17,Historical,2740057.14
4,2010-12-24,Historical,3526713.39
4,2010-12-31,Historical,1794868.74
4,2011-01-07,Historical,1862476.27
4,2011-01-14,Historical,1865502.46
4,2011-01-21,Historical,1886393.9400000002
4,2011-01-28,Historical,1814240.85
4,2011-02-04,Historical,2119086.04
4,2011-02-11,Historical,2187847.29
4,2011-02-18,Historical,2316495.56
4,2011-02-25,Historical,2078094.69
4,2011-03-04,Historical,2103455.75
4,2011-03-11,Historical,2039818.41
4,2011-03-18,Historical,2116475.38
4,2011-03-25,Historical,1944164.32
4,2011-04-01,Historical,1900246.47
4,2011-04-08,Historical,2074953.46
4,2011-04-15,Historical,1960587.76
4,2011-04-22,Historical,2220600.7600000002
4,2011-04-29,Historical,1878167.44
4,2011-05-06,Historical,2063682.76
4,2011-05-13,Historical,2002362.37
4,2011-05-20,Historical,2015563.48
4,2011-05-27,Historical,1986597.95
4,2011-06-03,Historical,2065377.1500000001
4,2011-06-10,Historical,2073951.38
4,2011-06-17,Historical,2141210.62
4,2011-06-24,Historical,2008344.92
4,2011-07-01,Historical,2051533.53
4,2011-07-08,Historical,2066541.8599999999
4,2011-07-15,Historical,2049046.95
4,2011-07-22,Historical,2036231.39
4,2011-07-29,Historical,1989674.07
4,2011-08-05,Historical,2160057.39
4,2011-08-12,Historical,2105668.7399999998
4,2011-08-19,Historical,2232892.1
4,2011-08-26,Historical,1988490.21
4,2011-09-02,Historical,2078420.31
4,2011-09-09,Historical,2093139.01
4,2011-09-16,Historical,2075577.33
4,2011-09-23,Historical,2031406.41
4,2011-09-30,Historical,1929486.6300000001
4,2011-10-07,Historical,2166737.65
4,2011-10-14,Historical,2074548.8499999999
4,2011-10-21,Historical,2207742.13
4,2011-10-28,Historical,2151659.59
4,2011-11-04,Historical,2281217.31
4,2011-11-11,Historical,2203028.96
4,2011-11-18,Historical,2243946.59
4,2011-11-25,Historical,3004702.33
4,2011-12-02,Historical,2180999.26
4,2011-12-09,Historical,2508955.2399999998
4,2011-12-16,Historical,2771397.17
4,2011-12-23,Historical,3676388.98
4,2011-12-30,Historical,2007105.86
4,2012-01-06,Historical,2047766.07
4,2012-01-13,Historical,1941676.61
4,2012-01-20,Historical,2005097.76
4,2012-01-27,Historical,1928720.51
4,2012-02-03,Historical,2173373.91
4,2012-02-10,Historical,2374660.64
4,2012-02-17,Historical,2427640.17
4,2012-02-24,Historical,2226662.17
4,2012-03-02,Historical,2206319.9
4,2012-03-09,Historical,2202450.81
4,2012-03-16,Historical,2214967.44
4,2012-03-23,Historical,2091592.54
4,2012-03-30,Historical,2089381.77
4,2012-04-06,Historical,2470206.13
4,2012-04-13,Historical,2105301.39
4,2012-04-20,Historical,2144336.89
4,2012-04-27,Historical,2064065.66
4,2012-05-04,Historical,2196968.33
4,2012-05-11,Historical,2127661.17
4,2012-05-18,Historical,2207214.81
4,2012-05-25,Historical,2154137.67
4,2012-06-01,Historical,2179360.94
4,2012-06-08,Historical,2245257.18
5,2010-02-05,Historical,317173.1
5,2010-02-12,Historical,311825.7
5,2010-02-19,Historical,303447.57
5,2010-02-26,Historical,270281.63
5,2010-03-05,Historical,288855.71
5,2010-03-12,Historical,297293.58999999997
5,2010-03-19,Historical,281706.41
5,2010-03-26,Historical,273282.97
5,2010-04-02,Historical,331406.0
5,2010-04-09,Historical,328020.49
5,2010-04-16,Historical,306858.69
5,2010-04-23,Historical,288839.73
5,2010-04-30,Historical,298697.84
5,2010-05-07,Historical,333522.6
5,2010-05-14,Historical,296673.77
5,2010-05-21,Historical,301615.49
5,2010-05-28,Historical,310013.11
5,2010-06-04,Historical,337825.89
5,2010-06-11,Historical,296641.91
5,2010-06-18,Historical,313795.6
5,2010-06-25,Historical,295257.3
5,2010-07-02,Historical,305993.27
5,2010-07-09,Historical,291808.87
5,2010-07-16,Historical,280701.7
5,2010-07-23,Historical,274742.63
5,2010-07-30,Historical,268929.03
5,2010-08-06,Historical,303043.02
5,2010-08-13,Historical,286477.35
5,2010-08-20,Historical,287205.38
5,2010-08-27,Historical,288519.75
5,2010-09-03,Historical,323798.0
5,2010-09-10,Historical,306533.08
5,2010-09-17,Historical,282558.65
5,2010-09-24,Historical,293131.58
5,2010-10-01,Historical,283178.12
5,2010-10-08,Historical,290494.85
5,2010-10-15,Historical,280681.2
5,2010-10-22,Historical,284988.27
5,2010-10-29,Historical,278031.81
5,2010-11-05,Historical,325310.3
5,2010-11-12,Historical,301827.36
5,2010-11-19,Historical,297384.81
5,2010-11-26,Historical,488362.61
5,2010-12-03,Historical,344490.88
5,2010-12-10,Historical,352811.53
5,2010-12-17,Historical,367801.19
5,2010-12-24,Historical,466010.25
5,2010-12-31,Historical,298180.18
5,2011-01-07,Historical,286347.26
5,2011-01-14,Historical,260636.71
5,2011-01-21,Historical,275313.34
5,2011-01-28,Historical,279088.39
5,2011-02-04,Historical,329613.2
5,2011-02-11,Historical,311590.54
5,2011-02-18,Historical,356622.61
5,2011-02-25,Historical,294659.5
5,2011-03-04,Historical,329033.66
5,2011-03-11,Historical,293098.1
5,2011-03-18,Historical,312177.67
5,2011-03-25,Historical,294732.5
5,2011-04-01,Historical,314316.55
5,2011-04-08,Historical,307333.62
5,2011-04-15,Historical,307913.58
5,2011-04-22,Historical,328415.44
5,2011-04-29,Historical,307291.56
5,2011-05-06,Historical,322904.68
5,2011-05-13,Historical,290930.01
5,2011-05-20,Historical,299614.33
5,2011-05-27,Historical,297149.69
5,2011-06-03,Historical,329183.92
5,2011-06-10,Historical,304984.14
5,2011-06-17,Historical,304811.82
5,2011-06-24,Historical,302881.64
5,2011-07-01,Historical,327093.89
5,2011-07-08,Historical,310804.93
5,2011-07-15,Historical,283248.62
5,2011-07-22,Historical,292539.73
5,2011-07-29,Historical,275142.17
5,2011-08-05,Historical,317738.56
5,2011-08-12,Historical,289886.16000000003
5,2011-08-19,Historical,303643.83999999997
5,2011-08-26,Historical,310338.17
5,2011-09-02,Historical,315645.53
5,2011-09-09,Historical,321110.22
5,2011-09-16,Historical,278529.71
5,2011-09-23,Historical,291024.98
5,2011-09-30,Historical,292315.38
5,2011-10-07,Historical,309111.47000000003
5,2011-10-14,Historical,286117.72
5,2011-10-21,Historical,306069.18
5,2011-10-28,Historical,307035.11
5,2011-11-04,Historical,353652.23
5,2011-11-11,Historical,311906.7
5,2011-11-18,Historical,307944.37
5,2011-11-25,Historical,507900.07
5,2011-12-02,Historical,376225.61
5,2011-12-09,Historical,367433.77
5,2011-12-16,Historical,379530.3
5,2011-12-23,Historical,458562.24
5,2011-12-30,Historical,349624.88
5,2012-01-06,Historical,312078.71
5,2012-01-13,Historical,291454.52
5,2012-01-20,Historical,287523.98
5,2012-01-27,Historical,295974.22
5,2012-02-03,Historical,333948.0
5,2012-02-10,Historical,349239.88
5,2012-02-17,Historical,356427.98
5,2012-02-24,Historical,312220.47
5,2012-03-02,Historical,359206.21
5,2012-03-09,Historical,347295.6
5,2012-03-16,Historical,339392.54
5,2012-03-23,Historical,321299.99
5,2012-03-30,Historical,331318.73
5,2012-04-06,Historical,402985.7
5,2012-04-13,Historical,351832.02999999997
5,2012-04-20,Historical,330063.06
5,2012-04-27,Historical,324839.74
5,2012-05-04,Historical,360932.69
5,2012-05-11,Historical,333870.52
5,2012-05-18,Historical,336189.66
5,2012-05-25,Historical,341994.48
5,2012-06-01,Historical,359867.8
5,2012-06-08,Historical,341704.59
6,2010-02-05,Historical,1652635.1
6,2010-02-12,Historical,1606283.8599999999
6,2010-02-19,Historical,1567138.07
6,2010-02-26,Historical,1432953.21
6,2010-03-05,Historical,1601348.82
6,2010-03-12,Historical,1558621.36
6,2010-03-19,Historical,1693058.91
6,2010-03-26,Historical,1472033.38
6,2010-04-02,Historical,1770333.9
6,2010-04-09,Historical,1667181.82
6,2010-04-16,Historical,1519846.36
6,2010-04-23,Historical,1540435.99
6,2010-04-30,Historical,1498080.16
6,2010-05-07,Historical,1619920.04
6,2010-05-14,Historical,1524059.4
6,2010-05-21,Historical,1531938.44
6,2010-05-28,Historical,1644470.66
6,2010-06-04,Historical,1857380.09
6,2010-06-11,Historical,1685652.35
6,2010-06-18,Historical,1677248.24
6,2010-06-25,Historical,1640681.88
6,2010-07-02,Historical,1759777.25
6,2010-07-09,Historical,1690317.99
6,2010-07-16,Historical,1560120.8
6,2010-07-23,Historical,1585240.92
6,2010-07-30,Historical,1532308.78
6,2010-08-06,Historical,1633241.59
6,2010-08-13,Historical,1547654.98
6,2010-08-20,Historical,1539930.5
6,2010-08-27,Historical,1450766.1199999999
6,2010-09-03,Historical,1510925.32
6,2010-09-10,Historical,1424225.44
6,2010-09-17,Historical,1308537.75
6,2010-09-24,Historical,1275591.84
6,2010-10-01,Historical,1328468.89
6,2010-10-08,Historical,1360317.9
6,2010-10-15,Historical,1344580.92
6,2010-10-22,Historical,1332716.53
6,2010-10-29,Historical,1385323.7
6,2010-11-05,Historical,1505442.15
6,2010-11-12,Historical,1495536.46
6,2010-11-19,Historical,1518841.45
6,2010-11-26,Historical,2267452.4
6,2010-12-03,Historical,1677067.24
6,2010-12-10,Historical,1834737.58
6,2010-12-17,Historical,2090268.95
6,2010-12-24,Historical,2727575.18
6,2010-12-31,Historical,1464050.02
6,2011-01-07,Historical,1350441.68
6,2011-01-14,Historical,1306194.55
6,2011-01-21,Historical,1261253.18
6,2011-01-28,Historical,1287034.7
6,2011-02-04,Historical,1514999.17
6,2011-02-11,Historical,1486920.17
6,2011-02-18,Historical,1572117.54
6,2011-02-25,Historical,1422600.43
6,2011-03-04,Historical,1502617.99
6,2011-03-11,Historical,1494497.3900000001
6,2011-03-18,Historical,1685375.47
6,2011-03-25,Historical,1438465.81
6,2011-04-01,Historical,1459276.77
6,2011-04-08,Historical,1534594.0
6,2011-04-15,Historical,1448797.02
6,2011-04-22,Historical,1639358.93
6,2011-04-29,Historical,1479249.9
6,2011-05-06,Historical,1504651.57
6,2011-05-13,Historical,1453185.65
6,2011-05-20,Historical,1382783.83
6,2011-05-27,Historical,1523979.11
6,2011-06-03,Historical,1705506.29
6,2011-06-10,Historical,1598643.65
6,2011-06-17,Historical,1622150.33
6,2011-06-24,Historical,1543365.9000000001
6,2011-07-01,Historical,1694551.15
6,2011-07-08,Historical,1709373.62
6,2011-07-15,Historical,1526801.24
6,2011-07-22,Historical,1526506.08
6,2011-07-29,Historical,1483991.05
6,2011-08-05,Historical,1601584.57
6,2011-08-12,Historical,1484995.38
6,2011-08-19,Historical,1493544.04
6,2011-08-26,Historical,1420405.41
6,2011-09-02,Historical,1481618.74
6,2011-09-09,Historical,1483574.38
6,2011-09-16,Historical,1351407.79
6,2011-09-23,Historical,1336044.75
6,2011-09-30,Historical,1307551.92
6,2011-10-07,Historical,1481739.2
6,2011-10-14,Historical,1386520.99
6,2011-10-21,Historical,1417922.3699999999
6,2011-10-28,Historical,1419445.12
6,2011-11-04,Historical,1523420.38
6,2011-11-11,Historical,1536176.54
6,2011-11-18,Historical,1524390.07
6,2011-11-25,Historical,2249811.55
6,2011-12-02,Historical,1688531.34
6,2011-12-09,Historical,1903385.14
6,2011-12-16,Historical,2034695.56
6,2011-12-23,Historical,2644633.02
6,2011-12-30,Historical,1598080.52
6,2012-01-06,Historical,1395339.71
6,2012-01-13,Historical,1344243.17
6,2012-01-20,Historical,1326255.7
6,2012-01-27,Historical,1315610.66
6,2012-02-03,Historical,1496305.78
6,2012-02-10,Historical,1620603.92
6,2012-02-17,Historical,1632616.09
6,2012-02-24,Historical,1465187.71
6,2012-03-02,Historical,1550385.65
6,2012-03-09,Historical,1569304.4
6,2012-03-16,Historical,1748010.29
6,2012-03-23,Historical,1495143.62
6,2012-03-30,Historical,1508933.26
6,2012-04-06,Historical,1840131.19
6,2012-04-13,Historical,1616394.45
6,2012-04-20,Historical,1456073.24
6,2012-04-27,Historical,1456221.1
6,2012-05-04,Historical,1543461.12
6,2012-05-11,Historical,1517075.67
6,2012-05-18,Historical,1513635.64
6,2012-05-25,Historical,1603793.42
6,2012-06-01,Historical,1681121.38
6,2012-06-08,Historical,1696619.52
7,2010-02-05,Historical,496725.44
7,2010-02-12,Historical,524104.92
